"Attribute1","Attribute2","Acc","Sens","Spec"
"StockOptionLevel","YearsWithCurrManager","0.853211009174312","1","0"
"StockOptionLevel","MIbyE","0.857798165137615","1","0.03125"
"StockOptionLevel","isSingle","0.853211009174312","1","0"
"StockOptionLevel","SO30","0.853211009174312","1","0"
"StockOptionLevel","isAgeLE22","0.853211009174312","1","0"
"StockOptionLevel","isJL1","0.853211009174312","1","0"
"StockOptionLevel","isJI1","0.853211009174312","1","0"
"TotalWorkingYears","TrainingTimesLastYear","0.853211009174312","1","0"
"TotalWorkingYears","WorkLifeBalance","0.853211009174312","1","0"
"TotalWorkingYears","YearsAtCompany","0.853211009174312","1","0"
"TotalWorkingYears","YearsInCurrentRole","0.853211009174312","1","0"
"TotalWorkingYears","YearsSinceLastPromotion","0.853211009174312","1","0"
"TotalWorkingYears","YearsWithCurrManager","0.853211009174312","1","0"
"TotalWorkingYears","MIbyE","0.857798165137615","1","0.03125"
"TotalWorkingYears","isSingle","0.853211009174312","1","0"
"TotalWorkingYears","SO30","0.853211009174312","1","0"
"TotalWorkingYears","isAgeLE22","0.853211009174312","1","0"
"TotalWorkingYears","isJL1","0.853211009174312","1","0"
"TotalWorkingYears","isJI1","0.853211009174312","1","0"
"TrainingTimesLastYear","WorkLifeBalance","0.853211009174312","1","0"
"TrainingTimesLastYear","YearsAtCompany","0.853211009174312","1","0"
"TrainingTimesLastYear","YearsInCurrentRole","0.853211009174312","1","0"
"TrainingTimesLastYear","YearsSinceLastPromotion","0.834862385321101","0.978494623655914","0"
"TrainingTimesLastYear","YearsWithCurrManager","0.853211009174312","1","0"
"TrainingTimesLastYear","MIbyE","0.853211009174312","1","0"
"TrainingTimesLastYear","isSingle","0.853211009174312","1","0"
"TrainingTimesLastYear","SO30","0.853211009174312","1","0"
"TrainingTimesLastYear","isAgeLE22","0.857798165137615","0.989247311827957","0.09375"
"TrainingTimesLastYear","isJL1","0.853211009174312","1","0"
"TrainingTimesLastYear","isJI1","0.853211009174312","1","0"
"WorkLifeBalance","YearsAtCompany","0.853211009174312","1","0"
"WorkLifeBalance","YearsInCurrentRole","0.853211009174312","1","0"
"WorkLifeBalance","YearsSinceLastPromotion","0.834862385321101","0.978494623655914","0"
"WorkLifeBalance","YearsWithCurrManager","0.853211009174312","1","0"
"WorkLifeBalance","MIbyE","0.853211009174312","1","0"
"WorkLifeBalance","isSingle","0.853211009174312","1","0"
"WorkLifeBalance","SO30","0.853211009174312","1","0"
"WorkLifeBalance","isAgeLE22","0.853211009174312","1","0"
"WorkLifeBalance","isJL1","0.853211009174312","1","0"
"WorkLifeBalance","isJI1","0.853211009174312","1","0"
"YearsAtCompany","YearsInCurrentRole","0.853211009174312","1","0"
"YearsAtCompany","YearsSinceLastPromotion","0.848623853211009","0.994623655913978","0"
"YearsAtCompany","YearsWithCurrManager","0.853211009174312","1","0"
"YearsAtCompany","MIbyE","0.857798165137615","1","0.03125"
"YearsAtCompany","isSingle","0.853211009174312","1","0"
"YearsAtCompany","SO30","0.853211009174312","1","0"
"YearsAtCompany","isAgeLE22","0.857798165137615","0.989247311827957","0.09375"
"YearsAtCompany","isJL1","0.853211009174312","1","0"
"YearsAtCompany","isJI1","0.853211009174312","1","0"
"YearsInCurrentRole","YearsSinceLastPromotion","0.839449541284404","0.983870967741935","0"
"YearsInCurrentRole","YearsWithCurrManager","0.853211009174312","1","0"
"YearsInCurrentRole","MIbyE","0.857798165137615","1","0.03125"
"YearsInCurrentRole","isSingle","0.853211009174312","1","0"
"YearsInCurrentRole","SO30","0.853211009174312","1","0"
"YearsInCurrentRole","isAgeLE22","0.853211009174312","1","0"
"YearsInCurrentRole","isJL1","0.853211009174312","1","0"
"YearsInCurrentRole","isJI1","0.853211009174312","1","0"
"YearsSinceLastPromotion","YearsWithCurrManager","0.834862385321101","0.978494623655914","0"
"YearsSinceLastPromotion","MIbyE","0.839449541284404","0.978494623655914","0.03125"
"YearsSinceLastPromotion","isSingle","0.834862385321101","0.978494623655914","0"
"YearsSinceLastPromotion","SO30","0.848623853211009","0.994623655913978","0"
"YearsSinceLastPromotion","isAgeLE22","0.853211009174312","1","0"
"YearsSinceLastPromotion","isJL1","0.853211009174312","1","0"
"YearsSinceLastPromotion","isJI1","0.853211009174312","1","0"
"YearsWithCurrManager","MIbyE","0.857798165137615","1","0.03125"
"YearsWithCurrManager","isSingle","0.853211009174312","1","0"
"YearsWithCurrManager","SO30","0.853211009174312","1","0"
"YearsWithCurrManager","isAgeLE22","0.853211009174312","1","0"
"YearsWithCurrManager","isJL1","0.853211009174312","1","0"
"YearsWithCurrManager","isJI1","0.853211009174312","1","0"
"MIbyE","isSingle","0.857798165137615","1","0.03125"
"MIbyE","SO30","0.857798165137615","1","0.03125"
"MIbyE","isAgeLE22","0.853211009174312","1","0"
"MIbyE","isJL1","0.857798165137615","1","0.03125"
"MIbyE","isJI1","0.853211009174312","1","0"
"isSingle","SO30","0.853211009174312","1","0"
"isSingle","isAgeLE22","0.853211009174312","1","0"
"isSingle","isJL1","0.853211009174312","1","0"
"isSingle","isJI1","0.853211009174312","1","0"
"SO30","isAgeLE22","0.853211009174312","1","0"
"SO30","isJL1","0.853211009174312","1","0"
"SO30","isJI1","0.853211009174312","1","0"
"isAgeLE22","isJL1","0.853211009174312","1","0"
"isAgeLE22","isJI1","0.853211009174312","1","0"
"isJL1","isJI1","0.853211009174312","1","0"
