"Attribute1","Attribute2","Attribute3","k","Accuracy","Sensitivity","Specificity"
"ScaleOverTime","isSingle","ScaleMonthlyIncome",6,84.9160919540229,95.3013698630137,30.7642857142857
"ScaleOverTime","isSingle","ScaleMonthlyIncome",7,85.8137931034483,95.8328767123289,33.5714285714286
"ScaleOverTime","isSingle","ScaleMonthlyIncome",8,85.6264367816092,95.9890410958905,31.5928571428571
"ScaleOverTime","isSingle","ScaleMonthlyIncome",9,85.6873563218392,96.3671232876712,30
"ScaleOverTime","isSingle","ScaleMonthlyIncome",10,86.1988505747127,96.6246575342466,31.8357142857143
"ScaleOverTime","isSingle","ScaleMonthlyIncome",11,86.6666666666665,96.7123287671232,34.2857142857142
"ScaleOverTime","isSingle","ScaleMonthlyIncome",12,86.1793103448276,96.7452054794521,31.0857142857143
"ScaleOverTime","isSingle","ScaleMonthlyIncome",13,85.8620689655173,96.5753424657535,30
"ScaleOverTime","isSingle","ScaleMonthlyIncome",14,85.8862068965518,96.972602739726,28.0785714285715
"ScaleOverTime","isSingle","ScaleMonthlyIncome",15,86.3218390804599,97.2602739726028,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",16,86.2183908045977,97.1369863013699,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",17,86.0919540229886,96.9863013698629,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",18,85.864367816092,96.8534246575342,28.5642857142857
"ScaleOverTime","isSingle","ScaleMonthlyIncome",19,86.0919540229886,96.9863013698629,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",20,86.028735632184,96.9109589041096,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",21,86.206896551724,97.1232876712331,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",22,86.0885057471265,96.9821917808219,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",23,86.0919540229886,96.9863013698629,29.2857142857144
"ScaleOverTime","isSingle","ScaleMonthlyIncome",24,86.0954022988506,96.9191780821918,29.6571428571429
"ScaleOverTime","isSingle","ScaleMonthlyIncome",25,86.3218390804599,97.1232876712331,30
"ScaleOverTime","isSingle","ScaleMonthlyIncome",26,86.1252873563218,97.1232876712331,28.7785714285714
"ScaleOverTime","isSingle","ScaleMonthlyIncome",27,86.0919540229886,97.1232876712331,28.5714285714285
"ScaleOverTime","isSingle","ScaleMonthlyIncome",28,86.0344827586208,97.054794520548,28.5714285714286
"ScaleOverTime","isSingle","ScaleMonthlyIncome",29,85.8620689655173,96.9863013698629,27.8571428571429
"ScaleOverTime","isSingle","ScaleMonthlyIncome",30,86.1448275862069,97.2561643835616,28.2071428571429
"ScaleOverTime","isSingle","SO30",5,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",6,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",7,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",8,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",9,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",10,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",11,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",12,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",13,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",14,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",15,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",16,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",17,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",18,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",19,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",20,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",21,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",22,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",23,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",24,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",25,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",26,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",27,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",28,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",29,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","SO30",30,84.4827586206895,94.6575342465753,31.4285714285714
"ScaleOverTime","isSingle","isTWY03",5,84.8724137931034,98.9575342465754,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",6,84.8999999999999,98.9904109589042,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",7,84.8528735632183,98.9342465753425,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",8,84.8816091954023,98.9684931506849,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",9,84.8758620689654,98.9616438356164,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",10,84.8666666666666,98.9506849315069,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",11,84.8574712643678,98.9397260273972,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",12,84.8758620689654,98.9616438356165,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",13,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",14,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",15,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",16,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",17,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",18,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",19,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",20,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",21,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",22,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",23,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",24,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",25,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",26,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",27,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",28,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",29,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","isTWY03",30,85.2873563218391,99.4520547945204,11.4285714285714
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",5,85.5172413793103,97.8082191780824,21.4285714285714
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",6,85.6321839080461,98.0821917808218,20.7142857142857
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",7,85.448275862069,98.0821917808218,19.5714285714286
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",8,85.4551724137931,98.0821917808218,19.6142857142857
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",9,85.4413793103449,98.0821917808218,19.5285714285714
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",10,85.5781609195403,98.0821917808218,20.3785714285714
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",11,85.4505747126437,97.9328767123288,20.3642857142857
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",12,85.464367816092,97.9547945205479,20.3357142857143
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",13,84.9885057471264,97.9561643835617,17.3714285714286
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",14,85.0183908045976,97.941095890411,17.6357142857143
"ScaleOverTime","isSingle","ScaleYearsWithCurrManager",15,85.1620689655172,98.3506849315069,16.3928571428571
