"Attribute1","Attribute2","k","Accuracy","Sensitivity","Specificity"
"isSingle","isSalesRepresentative",5,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",6,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",7,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",8,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",9,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",10,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",11,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",12,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",13,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",14,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",15,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",16,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",17,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",18,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",19,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",20,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",21,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",22,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",23,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",24,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",25,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isSalesRepresentative",26,83.9080459770115,100,0
"isSingle","isSalesRepresentative",27,83.9080459770115,100,0
"isSingle","isSalesRepresentative",28,83.9080459770115,100,0
"isSingle","isSalesRepresentative",29,83.9080459770115,100,0
"isSingle","isSalesRepresentative",30,83.9080459770115,100,0
"isSingle","isNumCmpWorked",5,83.9080459770115,100,0
"isSingle","isNumCmpWorked",6,83.9080459770115,100,0
"isSingle","isNumCmpWorked",7,83.9080459770115,100,0
"isSingle","isNumCmpWorked",8,83.9080459770115,100,0
"isSingle","isNumCmpWorked",9,83.9080459770115,100,0
"isSingle","isNumCmpWorked",10,83.9080459770115,100,0
"isSingle","isNumCmpWorked",11,83.9080459770115,100,0
"isSingle","isNumCmpWorked",12,83.9080459770115,100,0
"isSingle","isNumCmpWorked",13,83.9080459770115,100,0
"isSingle","isNumCmpWorked",14,83.9080459770115,100,0
"isSingle","isNumCmpWorked",15,83.9080459770115,100,0
"isSingle","isNumCmpWorked",16,83.9080459770115,100,0
"isSingle","isNumCmpWorked",17,83.9080459770115,100,0
"isSingle","isNumCmpWorked",18,83.9080459770115,100,0
"isSingle","isNumCmpWorked",19,83.9080459770115,100,0
"isSingle","isNumCmpWorked",20,83.9080459770115,100,0
"isSingle","isNumCmpWorked",21,83.9080459770115,100,0
"isSingle","isNumCmpWorked",22,83.9080459770115,100,0
"isSingle","isNumCmpWorked",23,83.9080459770115,100,0
"isSingle","isNumCmpWorked",24,83.9080459770115,100,0
"isSingle","isNumCmpWorked",25,83.9080459770115,100,0
"isSingle","isNumCmpWorked",26,83.9080459770115,100,0
"isSingle","isNumCmpWorked",27,83.9080459770115,100,0
"isSingle","isNumCmpWorked",28,83.9080459770115,100,0
"isSingle","isNumCmpWorked",29,83.9080459770115,100,0
"isSingle","isNumCmpWorked",30,83.9080459770115,100,0
"isSingle","isAgeLE22",5,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",6,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",7,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",8,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",9,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",10,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",11,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",12,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",13,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",14,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",15,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",16,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",17,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",18,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",19,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",20,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",21,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",22,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",23,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",24,84.4827586206897,98.6301369863014,10.7142857142857
"isSingle","isAgeLE22",25,83.9080459770115,100,0
"isSingle","isAgeLE22",26,83.9080459770115,100,0
"isSingle","isAgeLE22",27,83.9080459770115,100,0
"isSingle","isAgeLE22",28,83.9080459770115,100,0
"isSingle","isAgeLE22",29,83.9080459770115,100,0
"isSingle","isAgeLE22",30,83.9080459770115,100,0
"isSingle","isJL1",5,83.9080459770115,100,0
"isSingle","isJL1",6,83.9080459770115,100,0
"isSingle","isJL1",7,83.9080459770115,100,0
"isSingle","isJL1",8,83.9080459770115,100,0
"isSingle","isJL1",9,83.9080459770115,100,0
"isSingle","isJL1",10,83.9080459770115,100,0
"isSingle","isJL1",11,83.9080459770115,100,0
"isSingle","isJL1",12,83.9080459770115,100,0
"isSingle","isJL1",13,83.9080459770115,100,0
"isSingle","isJL1",14,83.9080459770115,100,0
"isSingle","isJL1",15,83.9080459770115,100,0
"isSingle","isJL1",16,83.9080459770115,100,0
"isSingle","isJL1",17,83.9080459770115,100,0
"isSingle","isJL1",18,83.9080459770115,100,0
"isSingle","isJL1",19,83.9080459770115,100,0
"isSingle","isJL1",20,83.9080459770115,100,0
"isSingle","isJL1",21,83.9080459770115,100,0
"isSingle","isJL1",22,83.9080459770115,100,0
"isSingle","isJL1",23,83.9080459770115,100,0
"isSingle","isJL1",24,83.9080459770115,100,0
"isSingle","isJL1",25,83.9080459770115,100,0
"isSingle","isJL1",26,83.9080459770115,100,0
"isSingle","isJL1",27,83.9080459770115,100,0
"isSingle","isJL1",28,83.9080459770115,100,0
"isSingle","isJL1",29,83.9080459770115,100,0
"isSingle","isJL1",30,83.9080459770115,100,0
"isSingle","SO30",5,83.9080459770115,100,0
"isSingle","SO30",6,83.9080459770115,100,0
"isSingle","SO30",7,83.9080459770115,100,0
"isSingle","SO30",8,83.9080459770115,100,0
"isSingle","SO30",9,83.9080459770115,100,0
"isSingle","SO30",10,83.9080459770115,100,0
"isSingle","SO30",11,83.9080459770115,100,0
"isSingle","SO30",12,83.9080459770115,100,0
"isSingle","SO30",13,83.9080459770115,100,0
"isSingle","SO30",14,83.9080459770115,100,0
"isSingle","SO30",15,83.9080459770115,100,0
"isSingle","SO30",16,83.9080459770115,100,0
"isSingle","SO30",17,83.9080459770115,100,0
"isSingle","SO30",18,83.9080459770115,100,0
"isSingle","SO30",19,83.9080459770115,100,0
"isSingle","SO30",20,83.9080459770115,100,0
"isSingle","SO30",21,83.9080459770115,100,0
"isSingle","SO30",22,83.9080459770115,100,0
"isSingle","SO30",23,83.9080459770115,100,0
"isSingle","SO30",24,83.9080459770115,100,0
"isSingle","SO30",25,83.9080459770115,100,0
"isSingle","SO30",26,83.9080459770115,100,0
"isSingle","SO30",27,83.9080459770115,100,0
"isSingle","SO30",28,83.9080459770115,100,0
"isSingle","SO30",29,83.9080459770115,100,0
"isSingle","SO30",30,83.9080459770115,100,0
"isSingle","isTWY03",5,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",6,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",7,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",8,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",9,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",10,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",11,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",12,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",13,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",14,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",15,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",16,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",17,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",18,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",19,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",20,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",21,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",22,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",23,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",24,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",25,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",26,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",27,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",28,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",29,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isTWY03",30,84.7126436781609,97.3972602739726,18.5714285714286
"isSingle","isFrequentTravel",5,83.9080459770115,100,0
"isSingle","isFrequentTravel",6,83.9080459770115,100,0
"isSingle","isFrequentTravel",7,83.9080459770115,100,0
"isSingle","isFrequentTravel",8,83.9080459770115,100,0
"isSingle","isFrequentTravel",9,83.9080459770115,100,0
"isSingle","isFrequentTravel",10,83.9080459770115,100,0
"isSingle","isFrequentTravel",11,83.9080459770115,100,0
"isSingle","isFrequentTravel",12,83.9080459770115,100,0
"isSingle","isFrequentTravel",13,83.9080459770115,100,0
"isSingle","isFrequentTravel",14,83.9080459770115,100,0
"isSingle","isFrequentTravel",15,83.9080459770115,100,0
"isSingle","isFrequentTravel",16,83.9080459770115,100,0
"isSingle","isFrequentTravel",17,83.9080459770115,100,0
"isSingle","isFrequentTravel",18,83.9080459770115,100,0
"isSingle","isFrequentTravel",19,83.9080459770115,100,0
"isSingle","isFrequentTravel",20,83.9080459770115,100,0
"isSingle","isFrequentTravel",21,83.9080459770115,100,0
"isSingle","isFrequentTravel",22,83.9080459770115,100,0
"isSingle","isFrequentTravel",23,83.9080459770115,100,0
"isSingle","isFrequentTravel",24,83.9080459770115,100,0
"isSingle","isFrequentTravel",25,83.9080459770115,100,0
"isSingle","isFrequentTravel",26,83.9080459770115,100,0
"isSingle","isFrequentTravel",27,83.9080459770115,100,0
"isSingle","isFrequentTravel",28,83.9080459770115,100,0
"isSingle","isFrequentTravel",29,83.9080459770115,100,0
"isSingle","isFrequentTravel",30,83.9080459770115,100,0
"isSingle","isSales",5,83.9080459770115,100,0
"isSingle","isSales",6,83.9080459770115,100,0
"isSingle","isSales",7,83.9080459770115,100,0
"isSingle","isSales",8,83.9080459770115,100,0
"isSingle","isSales",9,83.9080459770115,100,0
"isSingle","isSales",10,83.9080459770115,100,0
"isSingle","isSales",11,83.9080459770115,100,0
"isSingle","isSales",12,83.9080459770115,100,0
"isSingle","isSales",13,83.9080459770115,100,0
"isSingle","isSales",14,83.9080459770115,100,0
"isSingle","isSales",15,83.9080459770115,100,0
"isSingle","isSales",16,83.9080459770115,100,0
"isSingle","isSales",17,83.9080459770115,100,0
"isSingle","isSales",18,83.9080459770115,100,0
"isSingle","isSales",19,83.9080459770115,100,0
"isSingle","isSales",20,83.9080459770115,100,0
"isSingle","isSales",21,83.9080459770115,100,0
"isSingle","isSales",22,83.9080459770115,100,0
"isSingle","isSales",23,83.9080459770115,100,0
"isSingle","isSales",24,83.9080459770115,100,0
"isSingle","isSales",25,83.9080459770115,100,0
"isSingle","isSales",26,83.9080459770115,100,0
"isSingle","isSales",27,83.9080459770115,100,0
"isSingle","isSales",28,83.9080459770115,100,0
"isSingle","isSales",29,83.9080459770115,100,0
"isSingle","isSales",30,83.9080459770115,100,0
"isSingle","isHumanResource",5,83.9080459770115,100,0
"isSingle","isHumanResource",6,83.9080459770115,100,0
"isSingle","isHumanResource",7,83.9080459770115,100,0
"isSingle","isHumanResource",8,83.9080459770115,100,0
"isSingle","isHumanResource",9,83.9080459770115,100,0
"isSingle","isHumanResource",10,83.9080459770115,100,0
"isSingle","isHumanResource",11,83.9080459770115,100,0
"isSingle","isHumanResource",12,83.9080459770115,100,0
"isSingle","isHumanResource",13,83.9080459770115,100,0
"isSingle","isHumanResource",14,83.9080459770115,100,0
"isSingle","isHumanResource",15,83.9080459770115,100,0
"isSingle","isHumanResource",16,83.9080459770115,100,0
"isSingle","isHumanResource",17,83.9080459770115,100,0
"isSingle","isHumanResource",18,83.9080459770115,100,0
"isSingle","isHumanResource",19,83.9080459770115,100,0
"isSingle","isHumanResource",20,83.9080459770115,100,0
"isSingle","isHumanResource",21,83.9080459770115,100,0
"isSingle","isHumanResource",22,83.9080459770115,100,0
"isSingle","isHumanResource",23,83.9080459770115,100,0
"isSingle","isHumanResource",24,83.9080459770115,100,0
"isSingle","isHumanResource",25,83.9080459770115,100,0
"isSingle","isHumanResource",26,83.9080459770115,100,0
"isSingle","isHumanResource",27,83.9080459770115,100,0
"isSingle","isHumanResource",28,83.9080459770115,100,0
"isSingle","isHumanResource",29,83.9080459770115,100,0
"isSingle","isHumanResource",30,83.9080459770115,100,0
"isSingle","MIbyE",5,81.8390804597701,96.4383561643835,5.71428571428572
"isSingle","MIbyE",6,81.1264367816092,95.8767123287671,4.21428571428571
"isSingle","MIbyE",7,82.7586206896552,97.8082191780822,4.28571428571429
"isSingle","MIbyE",8,82.7011494252874,98.013698630137,2.85714285714286
"isSingle","MIbyE",9,82.9080459770115,98.6301369863014,0.928571428571429
"isSingle","MIbyE",10,82.9885057471264,98.5479452054794,1.85714285714286
"isSingle","MIbyE",11,83.9080459770115,99.4520547945205,2.85714285714286
"isSingle","MIbyE",12,83.3563218390805,99.0684931506849,1.42857142857143
"isSingle","MIbyE",13,83.3333333333333,99.3150684931507,0
"isSingle","MIbyE",14,83.3103448275862,99.2876712328767,0
"isSingle","MIbyE",15,83.9080459770115,100,0
"isSingle","MIbyE",16,83.7011494252874,99.7534246575343,0
"isSingle","MIbyE",17,83.9080459770115,100,0
"isSingle","MIbyE",18,83.9080459770115,100,0
"isSingle","MIbyE",19,83.9080459770115,100,0
"isSingle","MIbyE",20,83.6091954022989,99.6438356164384,0
"isSingle","MIbyE",21,83.9080459770115,100,0
"isSingle","MIbyE",22,83.9080459770115,100,0
"isSingle","MIbyE",23,83.9080459770115,100,0
"isSingle","MIbyE",24,83.9080459770115,100,0
"isSingle","MIbyE",25,83.9080459770115,100,0
"isSingle","MIbyE",26,83.9080459770115,100,0
"isSingle","MIbyE",27,83.9080459770115,100,0
"isSingle","MIbyE",28,83.9080459770115,100,0
"isSingle","MIbyE",29,83.9080459770115,100,0
"isSingle","MIbyE",30,83.9080459770115,100,0
"isSingle","isJI1",5,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",6,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",7,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",8,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",9,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",10,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",11,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",12,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",13,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",14,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",15,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",16,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",17,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",18,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",19,82.7586206896552,98.6301369863014,0
"isSingle","isJI1",20,83.9080459770115,100,0
"isSingle","isJI1",21,83.9080459770115,100,0
"isSingle","isJI1",22,83.9080459770115,100,0
"isSingle","isJI1",23,83.9080459770115,100,0
"isSingle","isJI1",24,83.9080459770115,100,0
"isSingle","isJI1",25,83.9080459770115,100,0
"isSingle","isJI1",26,83.9080459770115,100,0
"isSingle","isJI1",27,83.9080459770115,100,0
"isSingle","isJI1",28,83.9080459770115,100,0
"isSingle","isJI1",29,83.9080459770115,100,0
"isSingle","isJI1",30,83.9080459770115,100,0
"isSingle","isJRSR",5,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",6,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",7,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",8,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",9,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",10,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",11,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",12,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",13,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",14,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",15,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",16,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",17,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",18,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",19,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",20,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",21,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",22,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",23,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",24,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",25,84.8275862068965,98.7671232876712,12.1428571428571
"isSingle","isJRSR",26,83.9080459770115,100,0
"isSingle","isJRSR",27,83.9080459770115,100,0
"isSingle","isJRSR",28,83.9080459770115,100,0
"isSingle","isJRSR",29,83.9080459770115,100,0
"isSingle","isJRSR",30,83.9080459770115,100,0
"isSingle","ScaleEducation",5,83.9080459770115,100,0
"isSingle","ScaleEducation",6,83.9080459770115,100,0
"isSingle","ScaleEducation",7,83.9080459770115,100,0
"isSingle","ScaleEducation",8,83.9080459770115,100,0
"isSingle","ScaleEducation",9,83.9080459770115,100,0
"isSingle","ScaleEducation",10,83.9080459770115,100,0
"isSingle","ScaleEducation",11,83.9080459770115,100,0
"isSingle","ScaleEducation",12,83.9080459770115,100,0
"isSingle","ScaleEducation",13,83.9080459770115,100,0
"isSingle","ScaleEducation",14,83.9080459770115,100,0
"isSingle","ScaleEducation",15,83.9080459770115,100,0
"isSingle","ScaleEducation",16,83.9080459770115,100,0
"isSingle","ScaleEducation",17,83.9080459770115,100,0
"isSingle","ScaleEducation",18,83.9080459770115,100,0
"isSingle","ScaleEducation",19,83.9080459770115,100,0
"isSingle","ScaleEducation",20,83.9080459770115,100,0
"isSingle","ScaleEducation",21,83.9080459770115,100,0
"isSingle","ScaleEducation",22,83.9080459770115,100,0
"isSingle","ScaleEducation",23,83.9080459770115,100,0
"isSingle","ScaleEducation",24,83.9080459770115,100,0
"isSingle","ScaleEducation",25,83.9080459770115,100,0
"isSingle","ScaleEducation",26,83.9080459770115,100,0
"isSingle","ScaleEducation",27,83.9080459770115,100,0
"isSingle","ScaleEducation",28,83.9080459770115,100,0
"isSingle","ScaleEducation",29,83.9080459770115,100,0
"isSingle","ScaleEducation",30,83.9080459770115,100,0
"isSingle","ScaleDistanceFromHome",5,83.5977011494253,98.2602739726027,7.14285714285714
"isSingle","ScaleDistanceFromHome",6,83.5977011494253,98.2602739726027,7.14285714285714
"isSingle","ScaleDistanceFromHome",7,83.735632183908,98.2876712328767,7.85714285714286
"isSingle","ScaleDistanceFromHome",8,83.7471264367816,98.3013698630137,7.85714285714286
"isSingle","ScaleDistanceFromHome",9,83.9080459770115,98.4931506849315,7.85714285714286
"isSingle","ScaleDistanceFromHome",10,83.9080459770115,98.4931506849315,7.85714285714286
"isSingle","ScaleDistanceFromHome",11,83.7931034482759,98.2191780821918,8.57142857142857
"isSingle","ScaleDistanceFromHome",12,83.7931034482759,98.2191780821918,8.57142857142857
"isSingle","ScaleDistanceFromHome",13,83.4137931034483,97.5342465753425,9.78571428571428
"isSingle","ScaleDistanceFromHome",14,82.9885057471264,97.5342465753425,7.14285714285714
"isSingle","ScaleDistanceFromHome",15,82.816091954023,97.5342465753425,6.07142857142857
"isSingle","ScaleDistanceFromHome",16,82.8620689655172,97.5342465753425,6.35714285714286
"isSingle","ScaleDistanceFromHome",17,82.7701149425287,97.3972602739726,6.5
"isSingle","ScaleDistanceFromHome",18,83.0459770114942,97.7123287671233,6.57142857142857
"isSingle","ScaleDistanceFromHome",19,82.4597701149425,97.7260273972603,2.85714285714286
"isSingle","ScaleDistanceFromHome",20,82.4597701149425,97.7260273972603,2.85714285714286
"isSingle","ScaleDistanceFromHome",21,82.5402298850575,97.7945205479452,3
"isSingle","ScaleDistanceFromHome",22,83.0114942528736,98.3013698630137,3.28571428571429
"isSingle","ScaleDistanceFromHome",23,82.9770114942529,98.3835616438356,2.64285714285714
"isSingle","ScaleDistanceFromHome",24,82.9885057471264,98.4657534246575,2.28571428571429
"isSingle","ScaleDistanceFromHome",25,83.0344827586207,98.5342465753425,2.21428571428571
"isSingle","ScaleDistanceFromHome",26,82.9885057471264,98.4520547945205,2.35714285714286
"isSingle","ScaleDistanceFromHome",27,83.3448275862069,99.1917808219178,0.714285714285714
"isSingle","ScaleDistanceFromHome",28,83.551724137931,99.5753424657534,0
"isSingle","ScaleDistanceFromHome",29,83.5977011494253,99.6301369863014,0
"isSingle","ScaleDistanceFromHome",30,83.551724137931,99.5753424657534,0
"isSingle","ScaleEnvironmentSatisfaction",5,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",6,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",7,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",8,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",9,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",10,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",11,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",12,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",13,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",14,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",15,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",16,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",17,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",18,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",19,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",20,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",21,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",22,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",23,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",24,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",25,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",26,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",27,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",28,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",29,83.9080459770115,100,0
"isSingle","ScaleEnvironmentSatisfaction",30,83.9080459770115,100,0
"isSingle","ScaleGender",5,83.9080459770115,100,0
"isSingle","ScaleGender",6,83.9080459770115,100,0
"isSingle","ScaleGender",7,83.9080459770115,100,0
"isSingle","ScaleGender",8,83.9080459770115,100,0
"isSingle","ScaleGender",9,83.9080459770115,100,0
"isSingle","ScaleGender",10,83.9080459770115,100,0
"isSingle","ScaleGender",11,83.9080459770115,100,0
"isSingle","ScaleGender",12,83.9080459770115,100,0
"isSingle","ScaleGender",13,83.9080459770115,100,0
"isSingle","ScaleGender",14,83.9080459770115,100,0
"isSingle","ScaleGender",15,83.9080459770115,100,0
"isSingle","ScaleGender",16,83.9080459770115,100,0
"isSingle","ScaleGender",17,83.9080459770115,100,0
"isSingle","ScaleGender",18,83.9080459770115,100,0
"isSingle","ScaleGender",19,83.9080459770115,100,0
"isSingle","ScaleGender",20,83.9080459770115,100,0
"isSingle","ScaleGender",21,83.9080459770115,100,0
"isSingle","ScaleGender",22,83.9080459770115,100,0
"isSingle","ScaleGender",23,83.9080459770115,100,0
"isSingle","ScaleGender",24,83.9080459770115,100,0
"isSingle","ScaleGender",25,83.9080459770115,100,0
"isSingle","ScaleGender",26,83.9080459770115,100,0
"isSingle","ScaleGender",27,83.9080459770115,100,0
"isSingle","ScaleGender",28,83.9080459770115,100,0
"isSingle","ScaleGender",29,83.9080459770115,100,0
"isSingle","ScaleGender",30,83.9080459770115,100,0
"isSingle","ScaleHourlyRate",5,82.1379310344828,96.9315068493151,5
"isSingle","ScaleHourlyRate",6,83.0344827586207,97.8630136986301,5.71428571428572
"isSingle","ScaleHourlyRate",7,83.5632183908046,98.4931506849315,5.71428571428572
"isSingle","ScaleHourlyRate",8,83.4137931034483,98.3150684931507,5.71428571428572
"isSingle","ScaleHourlyRate",9,84.0114942528736,99.027397260274,5.71428571428572
"isSingle","ScaleHourlyRate",10,83.9540229885058,98.958904109589,5.71428571428572
"isSingle","ScaleHourlyRate",11,84.1379310344828,99.1780821917808,5.71428571428572
"isSingle","ScaleHourlyRate",12,84.1034482758621,99.1369863013699,5.71428571428572
"isSingle","ScaleHourlyRate",13,84.0344827586207,99.0547945205479,5.71428571428572
"isSingle","ScaleHourlyRate",14,84.0344827586207,98.9315068493151,6.35714285714286
"isSingle","ScaleHourlyRate",15,84.0344827586207,98.986301369863,6.07142857142857
"isSingle","ScaleHourlyRate",16,84.0114942528736,99,5.85714285714286
"isSingle","ScaleHourlyRate",17,84.1379310344828,99.2602739726027,5.28571428571429
"isSingle","ScaleHourlyRate",18,84.0459770114943,99.2602739726027,4.71428571428571
"isSingle","ScaleHourlyRate",19,84.1034482758621,99.3150684931507,4.78571428571429
"isSingle","ScaleHourlyRate",20,84.0689655172414,99.3150684931507,4.57142857142857
"isSingle","ScaleHourlyRate",21,84.1264367816092,99.3150684931507,4.92857142857143
"isSingle","ScaleHourlyRate",22,84.080459770115,99.4520547945205,3.92857142857143
"isSingle","ScaleHourlyRate",23,84.0229885057472,99.4520547945205,3.57142857142857
"isSingle","ScaleHourlyRate",24,84.0229885057472,99.4520547945205,3.57142857142857
